barcode,product_name,categories,ingredients_text,energy_kcal_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,allergens
8901000000709,Food Product 709,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",57,17.45,32.59,21.33,0.27,milk
8901000000710,Food Product 710,Frozen Foods,"Water, Fruit Concentrate, Sugar",455,4.77,13.06,8.94,0.89,none
8901000000711,Food Product 711,Dairy,"Milk, Cocoa, Sugar",372,17.78,14.38,24.1,3.73,nuts
8901000000712,Food Product 712,Frozen Foods,"Oats, Honey, Almonds",486,10.74,39.22,16.95,4.36,none
8901000000713,Food Product 713,Beverages,"Milk, Cocoa, Sugar",523,18.37,31.67,4.89,1.51,nuts
8901000000714,Food Product 714,Cereals,"Water, Fruit Concentrate, Sugar",401,3.41,32.92,14.53,3.76,nuts
8901000000715,Food Product 715,Dairy,"Rice, Spices, Vegetable Oil",116,26.38,10.52,8.73,4.83,gluten
8901000000716,Food Product 716,Beverages,"Milk, Cocoa, Sugar",488,0.2,37.1,8.05,2.04,milk
8901000000717,Food Product 717,Snacks,"Water, Fruit Concentrate, Sugar",440,13.89,22.35,13.79,0.82,none
8901000000718,Food Product 718,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",508,12.89,11.38,15.59,0.5,gluten
8901000000719,Food Product 719,Cereals,"Rice, Spices, Vegetable Oil",119,22.34,33.23,14.73,3.97,gluten
8901000000720,Food Product 720,Cereals,"Rice, Spices, Vegetable Oil",451,9.5,29.87,8.29,1.12,milk
8901000000721,Food Product 721,Snacks,"Milk, Cocoa, Sugar",434,29.37,2.58,14.52,1.79,milk
8901000000722,Food Product 722,Frozen Foods,"Water, Fruit Concentrate, Sugar",167,7.48,8.78,23.91,1.42,nuts
8901000000723,Food Product 723,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",445,26.26,0.08,15.11,4.2,nuts
8901000000724,Food Product 724,Dairy,"Rice, Spices, Vegetable Oil",531,14.56,36.76,7.23,2.84,gluten
8901000000725,Food Product 725,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",151,19.02,39.68,20.89,1.91,none
8901000000726,Food Product 726,Cereals,"Milk, Cocoa, Sugar",181,22.79,12.22,16.99,0.79,gluten
8901000000727,Food Product 727,Cereals,"Water, Fruit Concentrate, Sugar",297,2.54,17.66,9.54,1.39,nuts
8901000000728,Food Product 728,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",394,20.75,37.61,18.6,4.05,milk
8901000000729,Food Product 729,Dairy,"Milk, Cocoa, Sugar",182,17.42,12.55,0.27,3.98,gluten
8901000000730,Food Product 730,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",431,7.49,28.73,6.24,2.52,none
8901000000731,Food Product 731,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",67,25.08,4.18,5.11,4.22,nuts
8901000000732,Food Product 732,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",68,1.85,36.03,6.03,0.19,none
8901000000733,Food Product 733,Dairy,"Milk, Cocoa, Sugar",146,12.28,28.17,20.2,0.65,none
8901000000734,Food Product 734,Frozen Foods,"Rice, Spices, Vegetable Oil",340,2.64,24.18,0.11,1.88,milk
8901000000735,Food Product 735,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",461,16.0,19.92,1.73,2.91,nuts
8901000000736,Food Product 736,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",401,4.84,13.63,17.61,1.5,none
8901000000737,Food Product 737,Cereals,"Water, Fruit Concentrate, Sugar",283,5.94,9.38,22.49,2.77,none
8901000000738,Food Product 738,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",324,17.93,1.15,5.99,2.06,none
8901000000739,Food Product 739,Frozen Foods,"Oats, Honey, Almonds",98,12.52,2.48,22.24,4.45,milk
8901000000740,Food Product 740,Dairy,"Oats, Honey, Almonds",204,29.94,16.53,15.4,0.86,milk
8901000000741,Food Product 741,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",535,5.96,34.93,11.65,1.16,nuts
8901000000742,Food Product 742,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",193,6.18,16.61,16.41,4.2,gluten
8901000000743,Food Product 743,Frozen Foods,"Rice, Spices, Vegetable Oil",235,9.58,17.98,16.61,2.02,milk
8901000000744,Food Product 744,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",516,6.31,38.17,13.61,1.55,gluten
8901000000745,Food Product 745,Beverages,"Rice, Spices, Vegetable Oil",189,20.13,25.2,7.42,0.05,milk
8901000000746,Food Product 746,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",245,26.46,33.36,9.3,3.34,nuts
8901000000747,Food Product 747,Dairy,"Oats, Honey, Almonds",115,17.18,28.15,24.57,2.77,nuts
8901000000748,Food Product 748,Dairy,"Oats, Honey, Almonds",360,4.83,36.16,1.48,1.05,nuts
8901000000749,Food Product 749,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",502,9.26,33.22,21.64,0.08,none
8901000000750,Food Product 750,Cereals,"Milk, Cocoa, Sugar",420,3.04,24.3,13.39,2.93,milk
8901000000751,Food Product 751,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",325,4.73,1.01,11.36,3.19,gluten
8901000000752,Food Product 752,Dairy,"Water, Fruit Concentrate, Sugar",391,3.25,32.34,2.09,2.15,none
8901000000753,Food Product 753,Cereals,"Milk, Cocoa, Sugar",239,17.2,39.97,9.11,3.73,nuts
8901000000754,Food Product 754,Beverages,"Oats, Honey, Almonds",453,3.75,18.85,12.44,4.42,milk
8901000000755,Food Product 755,Dairy,"Water, Fruit Concentrate, Sugar",361,29.46,38.04,8.72,3.93,milk
8901000000756,Food Product 756,Dairy,"Rice, Spices, Vegetable Oil",420,3.0,39.35,9.96,0.82,nuts
8901000000757,Food Product 757,Beverages,"Milk, Cocoa, Sugar",188,9.69,19.18,4.63,2.33,nuts
8901000000758,Food Product 758,Beverages,"Milk, Cocoa, Sugar",491,21.02,16.01,9.7,0.37,gluten
8901000000759,Food Product 759,Cereals,"Water, Fruit Concentrate, Sugar",140,25.56,17.65,3.99,0.34,none
8901000000760,Food Product 760,Snacks,"Oats, Honey, Almonds",477,22.5,37.54,11.24,1.08,nuts
8901000000761,Food Product 761,Frozen Foods,"Rice, Spices, Vegetable Oil",522,23.72,7.51,5.93,2.72,milk
8901000000762,Food Product 762,Frozen Foods,"Oats, Honey, Almonds",442,16.45,21.97,17.29,2.47,milk
8901000000763,Food Product 763,Snacks,"Oats, Honey, Almonds",180,19.64,5.61,2.72,3.47,milk
8901000000764,Food Product 764,Frozen Foods,"Oats, Honey, Almonds",347,10.11,19.37,2.78,0.41,gluten
8901000000765,Food Product 765,Dairy,"Rice, Spices, Vegetable Oil",262,27.39,34.96,12.43,4.2,none
8901000000766,Food Product 766,Beverages,"Oats, Honey, Almonds",472,13.06,38.23,20.35,4.01,nuts
8901000000767,Food Product 767,Beverages,"Water, Fruit Concentrate, Sugar",364,24.58,21.49,0.72,4.04,none
8901000000768,Food Product 768,Dairy,"Rice, Spices, Vegetable Oil",230,24.54,0.37,19.06,4.75,milk
8901000000769,Food Product 769,Frozen Foods,"Oats, Honey, Almonds",122,7.19,18.92,2.58,1.44,nuts
8901000000770,Food Product 770,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",215,6.71,5.58,14.6,3.07,gluten
8901000000771,Food Product 771,Cereals,"Oats, Honey, Almonds",339,6.63,3.5,17.97,0.54,none
8901000000772,Food Product 772,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",84,0.64,25.95,6.62,1.97,nuts
8901000000773,Food Product 773,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",184,0.29,16.49,1.33,2.42,none
8901000000774,Food Product 774,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",436,3.33,3.86,8.45,0.35,gluten
8901000000775,Food Product 775,Cereals,"Oats, Honey, Almonds",211,29.18,14.1,9.61,0.67,none
8901000000776,Food Product 776,Beverages,"Oats, Honey, Almonds",280,15.72,18.62,0.45,1.3,gluten
8901000000777,Food Product 777,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",94,19.52,8.45,16.94,4.92,nuts
8901000000778,Food Product 778,Snacks,"Milk, Cocoa, Sugar",406,23.44,1.27,12.16,3.49,none
8901000000779,Food Product 779,Cereals,"Rice, Spices, Vegetable Oil",346,16.88,34.9,5.77,4.24,none
8901000000780,Food Product 780,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",518,3.76,32.88,4.39,0.51,gluten
8901000000781,Food Product 781,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",53,4.56,14.15,8.72,2.4,nuts
8901000000782,Food Product 782,Cereals,"Oats, Honey, Almonds",476,2.59,18.04,18.24,2.39,milk
8901000000783,Food Product 783,Dairy,"Rice, Spices, Vegetable Oil",92,23.95,20.95,10.43,2.4,nuts
8901000000784,Food Product 784,Dairy,"Water, Fruit Concentrate, Sugar",64,13.99,13.0,10.68,3.91,gluten
8901000000785,Food Product 785,Dairy,"Milk, Cocoa, Sugar",214,10.03,21.62,22.89,3.32,nuts
8901000000786,Food Product 786,Dairy,"Water, Fruit Concentrate, Sugar",500,5.2,18.89,10.64,4.47,gluten
8901000000787,Food Product 787,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",163,29.96,27.85,23.64,2.28,milk
8901000000788,Food Product 788,Dairy,"Water, Fruit Concentrate, Sugar",541,13.78,39.27,20.06,3.05,gluten
8901000000789,Food Product 789,Snacks,"Oats, Honey, Almonds",277,25.34,39.91,6.33,1.67,none
8901000000790,Food Product 790,Cereals,"Milk, Cocoa, Sugar",170,4.16,18.02,4.74,1.35,none
8901000000791,Food Product 791,Cereals,"Oats, Honey, Almonds",383,13.39,36.56,20.5,1.95,gluten
8901000000792,Food Product 792,Beverages,"Oats, Honey, Almonds",431,6.32,31.51,0.24,1.86,milk
8901000000793,Food Product 793,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",329,4.9,32.2,24.26,4.38,nuts
8901000000794,Food Product 794,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",334,3.21,10.93,1.67,3.8,gluten
8901000000795,Food Product 795,Dairy,"Water, Fruit Concentrate, Sugar",421,5.8,4.31,2.47,0.37,none
8901000000796,Food Product 796,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",163,20.18,22.49,15.58,0.63,gluten
8901000000797,Food Product 797,Dairy,"Oats, Honey, Almonds",93,4.34,18.8,20.64,3.87,milk
8901000000798,Food Product 798,Frozen Foods,"Milk, Cocoa, Sugar",147,12.62,30.81,8.4,0.85,nuts
8901000000799,Food Product 799,Frozen Foods,"Water, Fruit Concentrate, Sugar",539,9.21,27.0,18.48,4.4,nuts
8901000000800,Food Product 800,Dairy,"Oats, Honey, Almonds",104,18.15,1.64,22.02,4.74,milk
8901000000801,Food Product 801,Cereals,"Water, Fruit Concentrate, Sugar",461,15.07,11.08,6.5,2.14,none
8901000000802,Food Product 802,Dairy,"Rice, Spices, Vegetable Oil",233,17.55,30.64,12.04,4.84,milk
8901000000803,Food Product 803,Frozen Foods,"Rice, Spices, Vegetable Oil",101,27.74,35.76,11.58,4.67,nuts
8901000000804,Food Product 804,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",73,1.99,33.31,21.61,4.65,nuts
8901000000805,Food Product 805,Cereals,"Oats, Honey, Almonds",515,20.29,22.39,0.24,0.78,nuts
8901000000806,Food Product 806,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",91,20.54,34.0,21.96,1.93,milk
8901000000807,Food Product 807,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",370,28.01,10.37,19.05,3.42,gluten
8901000000808,Food Product 808,Dairy,"Water, Fruit Concentrate, Sugar",365,28.19,19.83,18.41,2.43,milk
8901000000809,Food Product 809,Beverages,"Milk, Cocoa, Sugar",458,11.49,15.0,10.91,0.92,none
8901000000810,Food Product 810,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",423,22.37,2.24,3.13,4.92,milk
8901000000811,Food Product 811,Dairy,"Water, Fruit Concentrate, Sugar",534,3.47,28.17,18.82,2.47,none
8901000000812,Food Product 812,Cereals,"Rice, Spices, Vegetable Oil",72,29.37,8.02,1.44,4.64,none
8901000000813,Food Product 813,Cereals,"Milk, Cocoa, Sugar",441,18.74,23.52,13.17,1.17,none
8901000000814,Food Product 814,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",325,29.04,16.7,9.19,0.5,gluten
8901000000815,Food Product 815,Dairy,"Water, Fruit Concentrate, Sugar",403,19.96,36.55,17.17,1.7,milk
8901000000816,Food Product 816,Cereals,"Oats, Honey, Almonds",377,15.17,17.78,7.71,4.32,milk
8901000000817,Food Product 817,Frozen Foods,"Oats, Honey, Almonds",441,22.14,16.58,7.74,2.32,gluten
8901000000818,Food Product 818,Cereals,"Oats, Honey, Almonds",291,6.56,14.12,22.66,2.18,gluten
8901000000819,Food Product 819,Snacks,"Rice, Spices, Vegetable Oil",332,17.52,36.65,12.95,4.37,milk
8901000000820,Food Product 820,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",354,12.0,24.85,6.42,3.18,milk
8901000000821,Food Product 821,Cereals,"Oats, Honey, Almonds",506,23.76,8.91,24.25,3.54,nuts
8901000000822,Food Product 822,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",251,27.25,31.38,2.4,3.42,nuts
8901000000823,Food Product 823,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",259,6.9,35.67,15.1,3.68,milk
8901000000824,Food Product 824,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",145,29.11,30.35,20.34,0.22,none
8901000000825,Food Product 825,Dairy,"Water, Fruit Concentrate, Sugar",478,4.69,13.62,1.71,1.22,gluten
8901000000826,Food Product 826,Dairy,"Water, Fruit Concentrate, Sugar",370,23.0,39.2,4.25,0.76,none
8901000000827,Food Product 827,Frozen Foods,"Milk, Cocoa, Sugar",518,12.42,34.46,3.34,4.56,none
8901000000828,Food Product 828,Snacks,"Oats, Honey, Almonds",343,19.05,36.29,19.37,3.1,milk
8901000000829,Food Product 829,Cereals,"Oats, Honey, Almonds",455,15.32,13.08,17.79,2.98,none
8901000000830,Food Product 830,Beverages,"Rice, Spices, Vegetable Oil",283,3.89,29.05,8.09,2.23,none
8901000000831,Food Product 831,Beverages,"Rice, Spices, Vegetable Oil",62,26.79,8.38,4.89,3.63,none
8901000000832,Food Product 832,Beverages,"Water, Fruit Concentrate, Sugar",192,28.76,19.03,18.87,4.86,nuts
8901000000833,Food Product 833,Cereals,"Milk, Cocoa, Sugar",238,26.77,26.13,10.44,1.16,milk
8901000000834,Food Product 834,Dairy,"Oats, Honey, Almonds",198,2.77,8.23,8.6,0.1,nuts
8901000000835,Food Product 835,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",161,14.93,11.68,13.84,2.72,nuts
8901000000836,Food Product 836,Dairy,"Rice, Spices, Vegetable Oil",536,13.17,14.62,18.99,2.34,nuts
8901000000837,Food Product 837,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",358,3.44,34.99,14.04,1.44,nuts
8901000000838,Food Product 838,Cereals,"Oats, Honey, Almonds",173,0.96,7.07,23.85,0.68,milk
8901000000839,Food Product 839,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",66,23.08,15.14,4.65,4.77,milk
8901000000840,Food Product 840,Beverages,"Rice, Spices, Vegetable Oil",470,23.33,5.29,4.83,3.59,gluten
8901000000841,Food Product 841,Beverages,"Rice, Spices, Vegetable Oil",255,9.77,26.44,1.98,3.28,nuts
8901000000842,Food Product 842,Cereals,"Milk, Cocoa, Sugar",63,1.92,28.28,14.05,4.06,nuts
8901000000843,Food Product 843,Snacks,"Oats, Honey, Almonds",285,3.39,23.4,14.34,3.88,none
8901000000844,Food Product 844,Beverages,"Water, Fruit Concentrate, Sugar",338,23.84,26.21,20.2,1.83,nuts
8901000000845,Food Product 845,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",506,23.45,14.34,5.04,5.0,gluten
8901000000846,Food Product 846,Frozen Foods,"Milk, Cocoa, Sugar",323,21.88,31.25,21.17,4.22,gluten
8901000000847,Food Product 847,Beverages,"Rice, Spices, Vegetable Oil",529,21.66,4.15,4.9,2.14,gluten
8901000000848,Food Product 848,Cereals,"Water, Fruit Concentrate, Sugar",495,4.84,17.12,8.35,0.92,nuts
8901000000849,Food Product 849,Cereals,"Milk, Cocoa, Sugar",75,23.22,16.62,10.74,4.9,milk
8901000000850,Food Product 850,Dairy,"Water, Fruit Concentrate, Sugar",436,20.62,7.99,3.42,0.13,milk
8901000000851,Food Product 851,Beverages,"Water, Fruit Concentrate, Sugar",461,15.3,32.1,8.39,0.3,none
8901000000852,Food Product 852,Cereals,"Rice, Spices, Vegetable Oil",127,4.87,31.58,11.24,3.96,none
8901000000853,Food Product 853,Cereals,"Water, Fruit Concentrate, Sugar",58,28.84,3.24,5.18,2.89,gluten
8901000000854,Food Product 854,Snacks,"Rice, Spices, Vegetable Oil",203,26.95,4.81,23.75,0.45,milk
8901000000855,Food Product 855,Frozen Foods,"Milk, Cocoa, Sugar",436,1.79,27.73,0.63,3.1,none
8901000000856,Food Product 856,Beverages,"Oats, Honey, Almonds",285,14.34,23.05,9.02,3.87,milk
8901000000857,Food Product 857,Dairy,"Milk, Cocoa, Sugar",191,1.96,26.99,16.36,3.37,nuts
8901000000858,Food Product 858,Dairy,"Milk, Cocoa, Sugar",451,20.63,34.94,21.61,4.72,gluten
8901000000859,Food Product 859,Frozen Foods,"Milk, Cocoa, Sugar",122,1.96,23.48,13.65,4.12,nuts
8901000000860,Food Product 860,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",156,22.74,29.05,11.98,1.68,gluten
8901000000861,Food Product 861,Snacks,"Oats, Honey, Almonds",528,8.84,9.75,18.91,3.17,none
8901000000862,Food Product 862,Cereals,"Milk, Cocoa, Sugar",491,28.95,15.56,5.66,3.66,milk
8901000000863,Food Product 863,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",448,9.81,9.08,17.31,3.69,none
8901000000864,Food Product 864,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",224,22.58,11.16,20.13,0.84,milk
8901000000865,Food Product 865,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",251,3.66,1.6,16.19,4.27,gluten
8901000000866,Food Product 866,Beverages,"Milk, Cocoa, Sugar",181,26.93,19.33,20.48,3.24,nuts
8901000000867,Food Product 867,Dairy,"Water, Fruit Concentrate, Sugar",109,10.37,15.82,3.45,4.57,nuts
8901000000868,Food Product 868,Dairy,"Milk, Cocoa, Sugar",353,7.09,13.13,23.57,2.18,none
8901000000869,Food Product 869,Frozen Foods,"Water, Fruit Concentrate, Sugar",112,26.64,39.95,9.76,4.86,milk
8901000000870,Food Product 870,Beverages,"Oats, Honey, Almonds",87,2.03,27.45,18.75,4.14,gluten
8901000000871,Food Product 871,Dairy,"Milk, Cocoa, Sugar",254,15.4,32.86,0.31,4.43,none
8901000000872,Food Product 872,Snacks,"Rice, Spices, Vegetable Oil",273,13.14,17.99,24.69,0.61,milk
8901000000873,Food Product 873,Frozen Foods,"Oats, Honey, Almonds",217,13.52,0.35,21.98,3.01,gluten
8901000000874,Food Product 874,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",260,21.03,26.54,0.87,2.49,nuts
8901000000875,Food Product 875,Snacks,"Oats, Honey, Almonds",544,13.0,17.74,21.79,1.52,gluten
8901000000876,Food Product 876,Cereals,"Oats, Honey, Almonds",102,3.55,39.89,9.28,4.71,milk
8901000000877,Food Product 877,Dairy,"Rice, Spices, Vegetable Oil",492,7.95,8.49,15.42,4.84,gluten
8901000000878,Food Product 878,Frozen Foods,"Milk, Cocoa, Sugar",130,18.24,21.1,5.4,2.44,milk
8901000000879,Food Product 879,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",163,26.1,18.96,23.71,0.12,none
8901000000880,Food Product 880,Cereals,"Milk, Cocoa, Sugar",363,17.14,8.73,8.0,0.44,none
8901000000881,Food Product 881,Dairy,"Rice, Spices, Vegetable Oil",359,16.41,33.99,9.67,0.63,none
8901000000882,Food Product 882,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",346,17.84,15.3,4.6,1.97,none
8901000000883,Food Product 883,Cereals,"Rice, Spices, Vegetable Oil",349,7.85,22.64,8.24,3.21,nuts
8901000000884,Food Product 884,Frozen Foods,"Water, Fruit Concentrate, Sugar",286,5.27,2.0,22.91,3.48,nuts
8901000000885,Food Product 885,Frozen Foods,"Oats, Honey, Almonds",214,4.39,33.47,6.64,1.85,nuts
8901000000886,Food Product 886,Frozen Foods,"Milk, Cocoa, Sugar",357,8.02,15.05,14.15,2.41,nuts
8901000000887,Food Product 887,Frozen Foods,"Oats, Honey, Almonds",327,4.54,31.12,8.28,2.62,nuts
8901000000888,Food Product 888,Dairy,"Rice, Spices, Vegetable Oil",338,1.14,27.66,20.99,1.54,none
8901000000889,Food Product 889,Frozen Foods,"Rice, Spices, Vegetable Oil",534,18.47,38.22,23.23,0.15,gluten
8901000000890,Food Product 890,Snacks,"Water, Fruit Concentrate, Sugar",319,18.04,22.39,20.29,0.58,gluten
8901000000891,Food Product 891,Snacks,"Milk, Cocoa, Sugar",178,10.28,7.94,4.35,3.46,none
8901000000892,Food Product 892,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",250,25.78,23.17,20.87,3.52,gluten
8901000000893,Food Product 893,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",252,6.5,34.57,6.61,3.19,gluten
8901000000894,Food Product 894,Frozen Foods,"Milk, Cocoa, Sugar",272,15.48,33.78,11.78,4.73,milk
8901000000895,Food Product 895,Frozen Foods,"Water, Fruit Concentrate, Sugar",183,10.4,22.87,23.75,0.13,milk
8901000000896,Food Product 896,Frozen Foods,"Rice, Spices, Vegetable Oil",222,6.71,9.6,3.69,0.39,gluten
8901000000897,Food Product 897,Snacks,"Rice, Spices, Vegetable Oil",204,15.28,0.14,7.39,4.53,none
8901000000898,Food Product 898,Snacks,"Rice, Spices, Vegetable Oil",105,5.69,1.69,24.74,0.53,gluten
8901000000899,Food Product 899,Cereals,"Oats, Honey, Almonds",491,17.23,24.63,15.71,0.15,none
8901000000900,Food Product 900,Cereals,"Milk, Cocoa, Sugar",159,26.63,29.49,16.28,0.05,gluten
8901000000901,Food Product 901,Dairy,"Oats, Honey, Almonds",299,1.35,20.08,0.1,3.63,milk
8901000000902,Food Product 902,Dairy,"Milk, Cocoa, Sugar",515,5.77,1.36,21.89,3.84,gluten
8901000000903,Food Product 903,Snacks,"Oats, Honey, Almonds",483,29.72,2.32,14.67,0.63,milk
8901000000904,Food Product 904,Frozen Foods,"Rice, Spices, Vegetable Oil",76,18.86,31.34,7.42,0.25,nuts
8901000000905,Food Product 905,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",463,20.62,6.95,19.54,0.76,milk
8901000000906,Food Product 906,Frozen Foods,"Rice, Spices, Vegetable Oil",82,15.21,12.51,3.55,1.68,milk
8901000000907,Food Product 907,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",536,9.63,33.28,4.26,3.73,nuts
8901000000908,Food Product 908,Snacks,"Rice, Spices, Vegetable Oil",125,26.44,15.7,2.8,1.89,nuts
8901000000909,Food Product 909,Frozen Foods,"Oats, Honey, Almonds",542,9.12,34.14,15.67,2.48,nuts
8901000000910,Food Product 910,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",336,9.76,22.68,24.64,4.11,nuts
8901000000911,Food Product 911,Cereals,"Water, Fruit Concentrate, Sugar",150,19.4,6.06,18.64,1.87,none
8901000000912,Food Product 912,Cereals,"Rice, Spices, Vegetable Oil",100,14.07,37.92,5.02,3.71,nuts
8901000000913,Food Product 913,Dairy,"Oats, Honey, Almonds",480,16.28,3.4,18.16,0.32,none
8901000000914,Food Product 914,Beverages,"Milk, Cocoa, Sugar",427,12.5,9.54,6.63,1.17,milk
8901000000915,Food Product 915,Beverages,"Water, Fruit Concentrate, Sugar",447,9.92,22.92,23.5,4.87,gluten
8901000000916,Food Product 916,Frozen Foods,"Rice, Spices, Vegetable Oil",295,26.97,0.05,13.48,4.69,gluten
8901000000917,Food Product 917,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",495,15.56,31.54,20.95,0.77,nuts
8901000000918,Food Product 918,Frozen Foods,"Rice, Spices, Vegetable Oil",464,16.12,27.17,12.56,2.92,milk
8901000000919,Food Product 919,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",93,11.47,5.2,12.35,3.03,none
8901000000920,Food Product 920,Frozen Foods,"Water, Fruit Concentrate, Sugar",313,1.3,4.92,15.12,0.07,none
